step,rlinf_loss,ref_loss,abs_delta,rlinf_lr,rlinf_grad_norm
416,0.007567,0.016724,0.009156,1.0414586540719029e-05,0.1032
417,0.013992,0.02002,0.006027,1.043955944624031e-05,0.12984
418,0.014477,0.022583,0.008106,1.0464535989740398e-05,0.15059
419,0.016363,0.019165,0.002802,1.048950980475638e-05,0.14068
420,0.014839,0.016602,0.001762,1.0514485438761767e-05,0.17423
421,0.018063,0.02063,0.002567,1.053945925377775e-05,0.18302
422,0.009445,0.020996,0.011551,1.0564435797277838e-05,0.12681
423,0.008858,0.022095,0.013237,1.0589410521788523e-05,0.09935
424,0.009737,0.024414,0.014677,1.0614385246299207e-05,0.12094
425,0.017559,0.022339,0.00478,1.0639361789799295e-05,0.22257
426,0.010769,0.028809,0.01804,1.0664335604815278e-05,0.12776
427,0.018166,0.026001,0.007835,1.0689311238820665e-05,0.11463
428,0.015923,0.022217,0.006294,1.0714285053836647e-05,0.1411
429,0.018188,0.020142,0.001953,1.0739261597336736e-05,0.15615
430,0.010235,0.023926,0.013691,1.0764234502858017e-05,0.15657
431,0.008692,0.024414,0.015722,1.0789211046358105e-05,0.12013
432,0.011621,0.025513,0.013891,1.0814184861374088e-05,0.0966
433,0.018272,0.029663,0.011391,1.0839160495379474e-05,0.17206
434,0.011642,0.024902,0.01326,1.086413612938486e-05,0.13959
435,0.015476,0.015991,0.000515,1.0889110853895545e-05,0.15311
436,0.013981,0.014343,0.000362,1.091408557840623e-05,0.10915
437,0.013184,0.024048,0.010864,1.0939061212411616e-05,0.12461
438,0.023628,0.022461,0.001167,1.0964036846417002e-05,0.15265
439,0.013004,0.021118,0.008114,1.0989010661432985e-05,0.12162
440,0.025631,0.024414,0.001217,1.1013987204933073e-05,0.18963
441,0.017746,0.017578,0.000168,1.1038960110454354e-05,0.10745
442,0.00964,0.013916,0.004276,1.1063936653954443e-05,0.12924
443,0.008797,0.015625,0.006828,1.1088910468970425e-05,0.14645
444,0.011978,0.016113,0.004135,1.1113886102975812e-05,0.14044
445,0.012051,0.018677,0.006626,1.1138859917991795e-05,0.13955
446,0.024529,0.027466,0.002937,1.1163836461491883e-05,0.18193
447,0.011742,0.019531,0.00779,1.1188811186002567e-05,0.13814
448,0.016411,0.015381,0.00103,1.1213785910513252e-05,0.16424
449,0.01461,0.019165,0.004555,1.123876245401334e-05,0.14447
450,0.01292,0.021484,0.008564,1.1263736269029323e-05,0.11968
451,0.012955,0.015076,0.002121,1.128871190303471e-05,0.12265
452,0.011292,0.016846,0.005554,1.1313685718050692e-05,0.16031
453,0.010862,0.020508,0.009645,1.133866226155078e-05,0.12181
454,0.016434,0.016479,4.6e-05,1.1363635167072061e-05,0.18334
455,0.009106,0.017212,0.008106,1.138861171057215e-05,0.13881
456,0.01289,0.013916,0.001026,1.1413585525588132e-05,0.1383
457,0.01754,0.014832,0.002708,1.1438561159593519e-05,0.17103
458,0.014103,0.016846,0.002743,1.1463536793598905e-05,0.14145
459,0.024395,0.018555,0.00584,1.148851151810959e-05,0.17062
460,0.009483,0.026978,0.017494,1.1513486242620274e-05,0.11975
461,0.011499,0.033203,0.021704,1.153846187662566e-05,0.15295
462,0.020958,0.020752,0.000206,1.1563437510631047e-05,0.1541
463,0.012005,0.013123,0.001118,1.158841132564703e-05,0.12176
464,0.013241,0.010681,0.00256,1.1613387869147118e-05,0.14276
465,0.012032,0.015137,0.003105,1.16383607746684e-05,0.13386
466,0.018517,0.021973,0.003456,1.1663337318168487e-05,0.16255
467,0.018471,0.013489,0.004982,1.168831113318447e-05,0.14028
468,0.011681,0.011719,3.8e-05,1.1713286767189857e-05,0.13524
469,0.011654,0.016113,0.004459,1.173826058220584e-05,0.13202
470,0.019726,0.016846,0.00288,1.1763237125705928e-05,0.16486
471,0.01232,0.015442,0.003122,1.1788211850216612e-05,0.16386
472,0.016178,0.013672,0.002506,1.1813186574727297e-05,0.15956
473,0.014778,0.016235,0.001457,1.1838163118227385e-05,0.14304
474,0.016895,0.014282,0.002613,1.1863136933243368e-05,0.14308
475,0.018013,0.026001,0.007988,1.1888112567248754e-05,0.15971
476,0.017754,0.032227,0.014473,1.1913086382264737e-05,0.17734
477,0.015575,0.024902,0.009327,1.1938062925764825e-05,0.1441
478,0.020454,0.018188,0.002266,1.1963035831286106e-05,0.1864
479,0.011631,0.016846,0.005215,1.1988012374786194e-05,0.1895
480,0.017612,0.017578,3.4e-05,1.2012986189802177e-05,0.15948
481,0.014725,0.019165,0.00444,1.2037961823807564e-05,0.12749
482,0.01421,0.020996,0.006786,1.206293745781295e-05,0.19123
483,0.014099,0.021362,0.007263,1.2087912182323635e-05,0.17022
484,0.010605,0.026611,0.016006,1.211288690683432e-05,0.13467
485,0.014627,0.017212,0.002584,1.2137862540839706e-05,0.10073
486,0.012276,0.023071,0.010796,1.2162838174845092e-05,0.11907
487,0.014118,0.018433,0.004314,1.2187811989861075e-05,0.19128
488,0.014996,0.0177,0.002705,1.2212788533361163e-05,0.15516
489,0.015736,0.015442,0.000294,1.2237761438882444e-05,0.14743
490,0.014858,0.01123,0.003628,1.2262737982382532e-05,0.12418
491,0.012177,0.011902,0.000275,1.2287711797398515e-05,0.22961
492,0.012653,0.010254,0.002399,1.2312687431403901e-05,0.1715
493,0.014576,0.018433,0.003857,1.2337661246419884e-05,0.14872
494,0.013878,0.014526,0.000648,1.2362637789919972e-05,0.14462
495,0.014088,0.016357,0.00227,1.2387610695441253e-05,0.13254
496,0.016136,0.021729,0.005592,1.2412587238941342e-05,0.1576
497,0.010853,0.0177,0.006847,1.243756378244143e-05,0.14822
498,0.011353,0.022461,0.011108,1.2462537597457413e-05,0.14833
499,0.010241,0.025391,0.01515,1.2487513231462799e-05,0.12701
500,0.017094,0.022827,0.005733,1.2512487046478782e-05,0.1372
501,0.010616,0.017212,0.006596,1.253746358997887e-05,0.15437
502,0.012413,0.013855,0.001442,1.2562436495500151e-05,0.16764
503,0.013668,0.016968,0.0033,1.258741303900024e-05,0.13209
504,0.011272,0.014771,0.003498,1.2612386854016222e-05,0.10786
505,0.019974,0.013062,0.006912,1.2637362488021608e-05,0.19533
506,0.016289,0.02356,0.007271,1.2662336303037591e-05,0.13089
507,0.010073,0.02002,0.009947,1.268731284653768e-05,0.1318
508,0.014153,0.023682,0.009529,1.2712289390037768e-05,0.12997
509,0.007858,0.012512,0.004654,1.2737262295559049e-05,0.12782
510,0.015278,0.019775,0.004498,1.2762238839059137e-05,0.16882
511,0.01557,0.024048,0.008478,1.278721265407512e-05,0.13397
512,0.014648,0.018799,0.00415,1.2812188288080506e-05,0.12154
513,0.012566,0.014832,0.002266,1.2837162103096489e-05,0.15458
514,0.017456,0.012146,0.00531,1.2862138646596577e-05,0.16587
515,0.011429,0.013062,0.001633,1.2887111552117858e-05,0.15918
516,0.014538,0.017822,0.003284,1.2912088095617946e-05,0.14814
517,0.017323,0.026123,0.008801,1.2937061910633929e-05,0.15341
518,0.015411,0.017456,0.002045,1.2962037544639315e-05,0.16885
519,0.011196,0.019531,0.008335,1.2987014997634105e-05,0.15711
520,0.013477,0.019531,0.006054,1.3011987903155386e-05,0.12586
521,0.01189,0.017334,0.005444,1.3036960808676668e-05,0.13012
522,0.00975,0.015869,0.006119,1.3061938261671457e-05,0.16776
523,0.012337,0.019287,0.00695,1.3086913895676844e-05,0.17448
524,0.008358,0.019287,0.010929,1.3111887710692827e-05,0.1455
525,0.019741,0.020752,0.001011,1.3136864254192915e-05,0.1685
526,0.016457,0.029541,0.013084,1.3161837159714196e-05,0.13235
527,0.013065,0.02124,0.008175,1.3186813703214284e-05,0.19557
528,0.01506,0.015015,4.6e-05,1.3211787518230267e-05,0.18401
529,0.010395,0.01709,0.006695,1.3236763152235653e-05,0.1288
530,0.0112,0.014832,0.003632,1.3261736967251636e-05,0.13669
531,0.01333,0.009521,0.003809,1.3286713510751724e-05,0.14227
532,0.011509,0.016602,0.005093,1.3311686416273005e-05,0.16437
533,0.017914,0.0271,0.009186,1.3336662959773093e-05,0.25305
534,0.019714,0.020386,0.000671,1.3361639503273182e-05,0.18116
535,0.011402,0.01239,0.000988,1.3386613318289164e-05,0.12713
536,0.012238,0.015381,0.003143,1.341158895229455e-05,0.117
537,0.01548,0.015137,0.000343,1.3436562767310534e-05,0.17835
538,0.015022,0.021362,0.00634,1.3461539310810622e-05,0.15315
539,0.014303,0.021484,0.007181,1.3486512216331903e-05,0.15673
540,0.017979,0.023315,0.005337,1.3511488759831991e-05,0.19357
541,0.012932,0.02124,0.008308,1.3536462574847974e-05,0.1528
542,0.020721,0.016235,0.004486,1.356143820885336e-05,0.18466
543,0.01099,0.016479,0.005489,1.3586412023869343e-05,0.15059
544,0.010742,0.019531,0.008789,1.3611388567369431e-05,0.17024
545,0.010895,0.02124,0.010345,1.363636511086952e-05,0.16471
546,0.012833,0.023193,0.010361,1.3661338925885502e-05,0.15095
547,0.010927,0.027344,0.016417,1.3686314559890889e-05,0.13557
548,0.014641,0.017578,0.002937,1.3711288374906871e-05,0.18169
549,0.013947,0.015503,0.001556,1.373626491840696e-05,0.15944
550,0.012615,0.02002,0.007404,1.376123782392824e-05,0.15496
551,0.009476,0.017212,0.007736,1.3786214367428329e-05,0.13928
552,0.018501,0.012512,0.005989,1.3811188182444312e-05,0.15568
553,0.01268,0.018799,0.006119,1.3836163816449698e-05,0.13666
554,0.026199,0.020874,0.005325,1.3861137631465681e-05,0.20795
555,0.013004,0.021484,0.00848,1.3886114174965769e-05,0.15422
556,0.009865,0.013428,0.003563,1.3911090718465857e-05,0.13651
557,0.015705,0.015259,0.000446,1.3936063623987138e-05,0.14923
558,0.01152,0.027832,0.016312,1.3961040167487226e-05,0.12945
559,0.009457,0.021362,0.011906,1.398601398250321e-05,0.20129
560,0.012152,0.019287,0.007135,1.4010989616508596e-05,0.14504
561,0.015495,0.02478,0.009285,1.4035963431524578e-05,0.14668
562,0.01123,0.023926,0.012695,1.4060939975024667e-05,0.14361
563,0.013916,0.021118,0.007202,1.4085912880545948e-05,0.13328
564,0.011196,0.021606,0.01041,1.4110889424046036e-05,0.12382
565,0.013062,0.020386,0.007324,1.4135863239062019e-05,0.16808
566,0.013123,0.016479,0.003357,1.4160838873067405e-05,0.11714
567,0.016209,0.015259,0.00095,1.4185816326062195e-05,0.14961
568,0.008389,0.030029,0.021641,1.4210789231583476e-05,0.10901
569,0.012421,0.019531,0.007111,1.4235762137104757e-05,0.13394
570,0.012833,0.021118,0.008286,1.4260739590099547e-05,0.14729
571,0.015392,0.018311,0.002918,1.4285715224104933e-05,0.13076
572,0.013367,0.020142,0.006775,1.4310689039120916e-05,0.10494
573,0.011673,0.019653,0.00798,1.4335665582621004e-05,0.16108
574,0.01627,0.01709,0.00082,1.4360638488142285e-05,0.11457
575,0.017792,0.015442,0.00235,1.4385615031642374e-05,0.19001
576,0.01367,0.01355,0.00012,1.4410588846658356e-05,0.10677
577,0.011555,0.011047,0.000507,1.4435564480663743e-05,0.1125
578,0.01268,0.014404,0.001724,1.4460538295679726e-05,0.12525
579,0.020977,0.015747,0.00523,1.4485514839179814e-05,0.16069
580,0.014088,0.012756,0.001331,1.4510487744701095e-05,0.10587
581,0.012142,0.012329,0.000187,1.4535464288201183e-05,0.14524
582,0.013512,0.01416,0.000648,1.4560440831701271e-05,0.1369
583,0.01561,0.014282,0.001328,1.4585414646717254e-05,0.14085
584,0.017254,0.018066,0.000813,1.461039028072264e-05,0.1701
585,0.012138,0.010681,0.001457,1.4635364095738623e-05,0.10062
586,0.014381,0.016235,0.001854,1.4660340639238711e-05,0.17852
587,0.024845,0.015747,0.009098,1.4685313544759993e-05,0.15416
588,0.013599,0.015991,0.002392,1.471029008826008e-05,0.20582
589,0.027994,0.018555,0.009439,1.4735263903276064e-05,0.16195
590,0.012783,0.016968,0.004185,1.476023953728145e-05,0.13476
591,0.013157,0.019775,0.006618,1.4785213352297433e-05,0.14462
592,0.012905,0.02063,0.007725,1.4810189895797521e-05,0.13593
593,0.008226,0.026611,0.018385,1.4835166439297609e-05,0.11108
594,0.011507,0.020264,0.008757,1.4860140254313592e-05,0.16009
595,0.012032,0.016724,0.004692,1.4885115888318978e-05,0.14621
596,0.011011,0.02478,0.013769,1.4910089703334961e-05,0.14804
597,0.021572,0.020264,0.001308,1.493506624683505e-05,0.14017
598,0.011536,0.021484,0.009949,1.496003915235633e-05,0.14489
599,0.010624,0.011963,0.001339,1.4985015695856418e-05,0.11506
600,0.01137,0.009094,0.002275,1.5009989510872401e-05,0.14994
601,0.010113,0.009766,0.000347,1.5034965144877788e-05,0.14034
602,0.009607,0.015381,0.005774,1.505993895989377e-05,0.10325
603,0.007687,0.014221,0.006535,1.5084915503393859e-05,0.11049
604,0.014053,0.018433,0.004379,1.5109892046893947e-05,0.14236
605,0.01096,0.014587,0.003628,1.5134864952415228e-05,0.12577
606,0.013323,0.019775,0.006453,1.5159841495915316e-05,0.14489
607,0.009766,0.026367,0.016602,1.5184815310931299e-05,0.1431
608,0.010469,0.018555,0.008085,1.5209790944936685e-05,0.1629
609,0.013445,0.015747,0.002302,1.5234764759952668e-05,0.13765
610,0.01145,0.020508,0.009058,1.5259740393958054e-05,0.12176
611,0.010462,0.017212,0.00675,1.528471511846874e-05,0.13381
612,0.014633,0.015137,0.000504,1.5309689842979424e-05,0.14087
613,0.009544,0.019775,0.010231,1.533466456749011e-05,0.14495
614,0.011375,0.020752,0.009377,1.5359641110990196e-05,0.16399
615,0.010292,0.012268,0.001976,1.5384617654490285e-05,0.12988
616,0.01025,0.014893,0.004642,1.5409590560011566e-05,0.1234
617,0.011591,0.013672,0.002081,1.5434563465532847e-05,0.13459
618,0.011944,0.018311,0.006367,1.5459540009032935e-05,0.15615
619,0.014435,0.017456,0.003021,1.5484516552533023e-05,0.18192
620,0.014847,0.016235,0.001389,1.5509491277043708e-05,0.1661
621,0.010423,0.020752,0.010329,1.5534466001554392e-05,0.13947
622,0.010826,0.020386,0.00956,1.5559440726065077e-05,0.12004
623,0.012329,0.014893,0.002563,1.558441545057576e-05,0.1509
624,0.010906,0.017456,0.00655,1.5609390175086446e-05,0.13586
625,0.01228,0.017578,0.005299,1.563436489959713e-05,0.12039
626,0.012666,0.012024,0.000642,1.5659343262086622e-05,0.12148
627,0.008236,0.010681,0.002445,1.5684316167607903e-05,0.12318
628,0.012966,0.018311,0.005344,1.5709289073129185e-05,0.1234
629,0.01124,0.02002,0.00878,1.5734265616629273e-05,0.12403
630,0.012196,0.03064,0.018444,1.575924216012936e-05,0.14107
631,0.017643,0.021729,0.004086,1.5784215065650642e-05,0.13081
632,0.014675,0.023438,0.008762,1.580919160915073e-05,0.11764
633,0.014053,0.018921,0.004868,1.5834166333661415e-05,0.11619
634,0.009916,0.029053,0.019136,1.58591410581721e-05,0.11312
635,0.008316,0.036621,0.028305,1.5884115782682784e-05,0.10802
636,0.01178,0.028809,0.017029,1.590909050719347e-05,0.10028
637,0.011696,0.020874,0.009178,1.5934065231704153e-05,0.11276
638,0.012993,0.02063,0.007637,1.595904177520424e-05,0.14614
639,0.008829,0.021973,0.013144,1.5984014680725522e-05,0.10612
640,0.012058,0.02002,0.007961,1.600899122422561e-05,0.13181
641,0.01384,0.018555,0.004715,1.60339677677257e-05,0.12673
642,0.008026,0.02356,0.015533,1.605894067324698e-05,0.10065
643,0.012011,0.022461,0.01045,1.608391357876826e-05,0.10271
644,0.018583,0.026367,0.007784,1.6108891941257752e-05,0.14017
645,0.015173,0.017822,0.002649,1.6133866665768437e-05,0.13989
646,0.012203,0.018188,0.005985,1.6158841390279122e-05,0.11842
647,0.008102,0.014038,0.005936,1.6183816114789806e-05,0.0927
648,0.012028,0.014099,0.002071,1.620879083930049e-05,0.09741
649,0.010317,0.013489,0.003172,1.6233765563811176e-05,0.10836
650,0.013622,0.014954,0.001331,1.625874028832186e-05,0.16173
651,0.009148,0.014893,0.005745,1.6283716831821948e-05,0.11609
652,0.01133,0.023682,0.012352,1.6308693375322036e-05,0.13589
653,0.01619,0.019165,0.002975,1.6333666280843318e-05,0.14541
654,0.010799,0.022705,0.011906,1.63586391863646e-05,0.12292
655,0.014215,0.0177,0.003485,1.6383615729864687e-05,0.11273
656,0.010418,0.020508,0.01009,1.6408592273364775e-05,0.12682
657,0.007372,0.019409,0.012037,1.643356699787546e-05,0.08917
658,0.011465,0.019775,0.00831,1.6458541722386144e-05,0.1165
659,0.011196,0.017944,0.006748,1.648351644689683e-05,0.12522
660,0.008766,0.019775,0.011009,1.6508491171407513e-05,0.12041
661,0.011246,0.01532,0.004074,1.6533465895918198e-05,0.13105
662,0.013161,0.013367,0.000206,1.6558442439418286e-05,0.11165
663,0.012432,0.018555,0.006123,1.6583418982918374e-05,0.11909
664,0.007236,0.02063,0.013393,1.6608391888439655e-05,0.09423
665,0.010738,0.017212,0.006474,1.6633364793960936e-05,0.1012
666,0.01095,0.016357,0.005407,1.6658341337461025e-05,0.13926
667,0.01079,0.021118,0.010328,1.6683317880961113e-05,0.12706
668,0.015385,0.022095,0.00671,1.6708292605471797e-05,0.10939
669,0.011839,0.016479,0.004641,1.6733267329982482e-05,0.14529
670,0.010849,0.01355,0.002701,1.6758242054493167e-05,0.13452
671,0.01263,0.019043,0.006413,1.678321677900385e-05,0.12094
672,0.01248,0.018677,0.006197,1.6808191503514536e-05,0.11329
673,0.00993,0.016602,0.006672,1.683316622802522e-05,0.12593
674,0.011541,0.0177,0.006159,1.6858140952535905e-05,0.14428
675,0.015726,0.010437,0.005289,1.6883117496035993e-05,0.12375
676,0.015671,0.011719,0.003952,1.6908090401557274e-05,0.13764
677,0.011765,0.016357,0.004593,1.6933066945057362e-05,0.15314
678,0.011446,0.024658,0.013212,1.695804348855745e-05,0.1409
679,0.019539,0.020386,0.000847,1.698301639407873e-05,0.1309
680,0.010963,0.015747,0.004784,1.7007989299600013e-05,0.12596
681,0.011143,0.015137,0.003994,1.7032967662089504e-05,0.14817
682,0.007496,0.017334,0.009838,1.705794238660019e-05,0.10935
683,0.011993,0.013794,0.001801,1.7082917111110874e-05,0.13383
684,0.012037,0.014648,0.002611,1.7107891835621558e-05,0.14947
685,0.010502,0.014282,0.00378,1.7132866560132243e-05,0.17209
686,0.016178,0.023071,0.006893,1.7157841284642927e-05,0.16179
687,0.017712,0.016235,0.001476,1.7182816009153612e-05,0.15134
688,0.013237,0.012146,0.001091,1.72077925526537e-05,0.14431
689,0.014336,0.012085,0.002251,1.7232769096153788e-05,0.2076
690,0.009113,0.022461,0.013348,1.725774200167507e-05,0.16574
691,0.014088,0.019165,0.005077,1.728271490719635e-05,0.10484
692,0.009605,0.015381,0.005775,1.730769145069644e-05,0.11692
693,0.017784,0.014343,0.003441,1.7332667994196527e-05,0.14723
694,0.011059,0.017578,0.006519,1.735764271870721e-05,0.15697
695,0.014977,0.019897,0.004921,1.7382617443217896e-05,0.16837
696,0.01548,0.010071,0.005409,1.740759216772858e-05,0.1597
697,0.014177,0.011353,0.002825,1.7432566892239265e-05,0.15271
698,0.012444,0.009521,0.002923,1.745754161674995e-05,0.10562
699,0.011738,0.012085,0.000347,1.7482518160250038e-05,0.11306
700,0.01123,0.010803,0.000427,1.7507494703750126e-05,0.14922
701,0.016495,0.012207,0.004288,1.7532467609271407e-05,0.14683
702,0.010754,0.013245,0.002491,1.7557440514792688e-05,0.1118
703,0.012486,0.019409,0.006924,1.7582417058292776e-05,0.12125
704,0.011763,0.014221,0.002459,1.7607393601792865e-05,0.13326
705,0.017511,0.018677,0.001165,1.763236832630355e-05,0.15395
706,0.014109,0.02124,0.007132,1.7657343050814234e-05,0.11476
707,0.013914,0.028076,0.014162,1.768231777532492e-05,0.1144
708,0.0117,0.024414,0.012714,1.7707292499835603e-05,0.12494
709,0.007809,0.015442,0.007633,1.7732267224346288e-05,0.12502
710,0.015684,0.015503,0.000181,1.7757241948856972e-05,0.13159
711,0.01852,0.013916,0.004604,1.7782220311346464e-05,0.13897
712,0.015331,0.017944,0.002613,1.7807193216867745e-05,0.13679
713,0.01775,0.018433,0.000683,1.7832166122389026e-05,0.15367
714,0.01803,0.017578,0.000452,1.7857142665889114e-05,0.13779
715,0.011896,0.019409,0.007513,1.7882119209389202e-05,0.13025
716,0.010252,0.01178,0.001528,1.7907092114910483e-05,0.10968
717,0.011629,0.017456,0.005827,1.793206865841057e-05,0.1517
718,0.014137,0.014526,0.000389,1.7957043382921256e-05,0.10824
719,0.015915,0.021118,0.005203,1.798201810743194e-05,0.12856
720,0.013069,0.014526,0.001457,1.8006992831942625e-05,0.13729
721,0.014286,0.011292,0.002995,1.803196755645331e-05,0.1685
722,0.017895,0.018066,0.000172,1.8056942280963995e-05,0.13309
723,0.010601,0.022705,0.012104,1.8081918824464083e-05,0.11718
724,0.008951,0.021973,0.013021,1.8106891729985364e-05,0.10004
725,0.008011,0.020386,0.012375,1.8131868273485452e-05,0.11501
726,0.009178,0.022095,0.012917,1.815684481698554e-05,0.10435
727,0.024578,0.020508,0.00407,1.818181772250682e-05,0.19644
728,0.009766,0.015747,0.005981,1.8206790628028102e-05,0.12994
729,0.013412,0.015259,0.001846,1.8231768990517594e-05,0.1421
730,0.01535,0.013245,0.002106,1.825674371502828e-05,0.12605
731,0.008332,0.013794,0.005462,1.8281718439538963e-05,0.11204
732,0.015205,0.011597,0.003609,1.8306693164049648e-05,0.14926
733,0.008854,0.016357,0.007504,1.8331667888560332e-05,0.14264
734,0.009918,0.015747,0.005829,1.8356642613071017e-05,0.13569
735,0.014923,0.015259,0.000336,1.83816173375817e-05,0.16529
736,0.007378,0.014526,0.007149,1.840659388108179e-05,0.0939
737,0.015263,0.014893,0.00037,1.8431570424581878e-05,0.1815
738,0.010281,0.018311,0.00803,1.845654333010316e-05,0.12828
739,0.011539,0.012695,0.001156,1.848151623562444e-05,0.14592
740,0.009849,0.01416,0.004312,1.8506492779124528e-05,0.11299
741,0.006924,0.011414,0.00449,1.8531469322624616e-05,0.14245
742,0.010332,0.012756,0.002424,1.85564440471353e-05,0.10018
743,0.012516,0.012268,0.000248,1.8581418771645986e-05,0.14129
744,0.010252,0.012634,0.002382,1.860639349615667e-05,0.19276
745,0.022011,0.016479,0.005531,1.8631368220667355e-05,0.16031
746,0.011333,0.018188,0.006855,1.865634294517804e-05,0.11461
747,0.011843,0.019531,0.007689,1.8681319488678128e-05,0.11752
748,0.008932,0.017456,0.008524,1.8706296032178216e-05,0.11294
749,0.009815,0.016968,0.007153,1.8731268937699497e-05,0.11818
750,0.009789,0.015869,0.006081,1.8756241843220778e-05,0.11247
751,0.015411,0.011597,0.003815,1.8781218386720866e-05,0.12212
752,0.012424,0.016724,0.004299,1.8806194930220954e-05,0.12585
753,0.010864,0.02478,0.013916,1.883116965473164e-05,0.12862
754,0.010307,0.026123,0.015816,1.8856144379242323e-05,0.12242
755,0.008152,0.019531,0.011379,1.8881119103753008e-05,0.09579
756,0.006855,0.016113,0.009258,1.8906093828263693e-05,0.07527
757,0.010702,0.012329,0.001627,1.8931068552774377e-05,0.10451
758,0.01107,0.022949,0.011879,1.8956043277285062e-05,0.10134
759,0.014191,0.027588,0.013397,1.8981021639774553e-05,0.13384
760,0.010227,0.017578,0.007351,1.9005994545295835e-05,0.11501
761,0.017548,0.021851,0.004303,1.9030967450817116e-05,0.11801
762,0.009403,0.026611,0.017208,1.9055943994317204e-05,0.12917
763,0.00852,0.029419,0.020899,1.9080920537817292e-05,0.11954
764,0.008955,0.016968,0.008013,1.9105893443338573e-05,0.11153
765,0.016819,0.022949,0.00613,1.913086998683866e-05,0.13534
766,0.009499,0.018433,0.008934,1.9155844711349346e-05,0.11737
767,0.020424,0.016968,0.003456,1.918081943586003e-05,0.11272
768,0.009262,0.014099,0.004837,1.9205794160370715e-05,0.12957
769,0.018875,0.016479,0.002396,1.92307688848814e-05,0.11658
770,0.008078,0.01709,0.009012,1.9255743609392084e-05,0.11288
771,0.008407,0.015625,0.007218,1.9280720152892172e-05,0.09992
772,0.008827,0.019287,0.01046,1.9305693058413453e-05,0.08938
773,0.011684,0.02063,0.008945,1.933066960191354e-05,0.1059
774,0.007401,0.017944,0.010544,1.935564614541363e-05,0.10901
775,0.014736,0.015198,0.000462,1.938061905093491e-05,0.10424
776,0.012459,0.01709,0.004631,1.9405591956456192e-05,0.11842
777,0.021065,0.014954,0.006111,1.9430570318945684e-05,0.11736
778,0.01049,0.017822,0.007332,1.9455545043456368e-05,0.11339
779,0.009686,0.023193,0.013508,1.9480519767967053e-05,0.11103
780,0.01054,0.013977,0.003437,1.9505494492477737e-05,0.13335
781,0.012203,0.010254,0.001949,1.9530469216988422e-05,0.11015
782,0.010292,0.013672,0.00338,1.9555443941499107e-05,0.13475
783,0.011099,0.015015,0.003916,1.958041866600979e-05,0.10365
784,0.01395,0.017578,0.003628,1.960539520950988e-05,0.13466
785,0.010473,0.015991,0.005518,1.9630371753009968e-05,0.10861
786,0.010094,0.010986,0.000893,1.965534465853125e-05,0.1352
787,0.012121,0.012451,0.00033,1.968031756405253e-05,0.13526
788,0.010574,0.019287,0.008713,1.9705294107552618e-05,0.12347
789,0.013073,0.018921,0.005848,1.9730270651052706e-05,0.11442
790,0.013294,0.018677,0.005383,1.975524537556339e-05,0.11858
791,0.009754,0.015137,0.005383,1.9780220100074075e-05,0.1197
792,0.009748,0.016113,0.006365,1.980519482458476e-05,0.12288
793,0.013008,0.015869,0.002861,1.9830169549095444e-05,0.12753
794,0.0207,0.021729,0.001028,1.985514427360613e-05,0.16682
795,0.01256,0.02124,0.00868,1.9880118998116814e-05,0.1324
796,0.008711,0.022095,0.013384,1.9905097360606305e-05,0.09986
797,0.00898,0.018921,0.009941,1.9930070266127586e-05,0.09952
798,0.010792,0.018555,0.007763,1.9955043171648867e-05,0.13716
799,0.011742,0.019165,0.007423,1.9980019715148956e-05,0.14462
